X,Y,OBJECTID,ID,Status,MeterID,DualID,Jurisdiction,Block,Street,XStreetA,XStreetB,LocationDescription,Notes,Comments,Installed,Retired,Handicap,LinearFeet,Hours,Manufacturer,Models,MetroAreas,MeterType,NFC,Side,Rate,TourBus,TimeRestriction,AddressNumber,City,County,EstimatedOCI,LocatorAddressNumber,LocatorCity,LocatorStreet,StateValue,Replaced,TotalCost,EntryDate,cgLastModified,GeoSyncDate,Latitude,Longitude,cgGeoSyncDate,BlockFaceID,PerformanceParking,CellZone,Spaces,PricingZone,PricingSubzone,Par1MainGeneralOID
11894160.4749033,7001273.30305156,50,990,Permanently Removed,AN0502S,,Arlington County,500,ARMY NAVY DR,S EADS ST,S FERN ST,,6/20/18 PERM REMOVAL,INSTALLED 9/16/09,2009/09/16 00:00:00+00,2018/06/20 00:00:00+00,No,195,,CALE,,Pentagon City,Multi,,South,,No,,,,,,,,,,2009/09/16 00:00:00+00,0,2019/05/09 11:42:50+00,2023/04/28 15:15:21+00,2024/10/13 02:10:31+00,38.8649228,-77.05563333,,SAREAFES,No,54353,9,,,27864288
11885482.1136511,7000115.6350913,51,1523,Permanently Removed,ED1011S,,Arlington County,1000,S EDGEWOOD ST,11th ST S,COLUMBIA PIKE,,,,1970/01/02 00:00:00+00,1970/01/02 00:00:00+00,No,20,,POM,,Columbia Pike,Single,,East,,No,,,,,,,,,,1970/01/02 00:00:00+00,0,2019/05/09 11:43:03+00,2024/09/23 10:19:06+00,2024/10/13 02:10:31+00,38.86211545,-77.08617114,,,No,54577,1,,,28036556
11889036.4313456,7012465.2012714,52,2512,Permanently Removed,NA1711N,,Arlington County,1700,N NASH ST,KEY BLVD,WILSON BLVD,,MISLABLED!,,1970/01/02 00:00:00+00,1970/01/02 00:00:00+00,No,20,,MacKay,,Rosslyn,Single,,South,,No,,,,,,,,,,1970/01/02 00:00:00+00,0,2019/05/09 11:43:28+00,2024/09/23 10:14:15+00,2024/10/13 02:10:31+00,38.89586908,-77.07301608,,,No,35901,1,,,28406697
11886100.2974541,7009735.59813482,53,1172,Active,CH01301N,,Arlington County,1300,N COURTHOUSE RD,14th ST N,13th ST N,54412 - CH01301N,,INSTALLED 9/3/15,2015/09/03 00:00:00+00,,No,74,2,CALE,CWT,Courthouse,Multi,No,East,1.75,No,MON - SAT 8AM - 8PM,,,,23.18,,,,,2015/09/03 00:00:00+00,4.25,2019/05/09 11:42:55+00,2024/10/13 01:01:20+00,2024/10/13 02:10:31+00,38.88850008,-77.08347912,,NCO1413E,Yes,54412,3.7,Zone 112,A,28991212
11882837.2800301,7009497.0812234,54,2122,Permanently Removed,HI1207N,,Arlington County,1200,N HIGHLAND ST,WILSON BLVD,13th ST N,,REMOVED TO INSTALL MULTISPACE METER,,1970/01/02 00:00:00+00,2012/01/06 00:00:00+00,No,20,,MacKay,,Clarendon,Single,,East,,No,,,,,,,,,,1970/01/02 00:00:00+00,0,2019/05/09 11:43:18+00,2024/09/23 10:17:49+00,2024/10/13 02:10:31+00,38.88798293,-77.09495423,,,No,29401,1,,,29997682
11886575.2538533,7010109.30867347,55,2997,Active,TF1302N,,Arlington County,1300,N TAFT ST,14th ST N,13th ST N,54417 - TF1302N,,INSTALLED IPS 10/12/17,2017/10/12 00:00:00+00,,No,20,2,IPS,M5,Courthouse,Single,Yes,West,1.75,No,MON - SAT 8AM - 8PM,,,,96.97,,,,,2021/02/23 00:00:00+00,0,2019/05/09 11:43:40+00,2024/10/13 01:01:20+00,2024/10/13 02:10:31+00,38.88950593,-77.08179042,,NTA1413W,Yes,54417,1,Zone 112,A,30412089
11863674.3055608,7008563.56012456,56,3193,Active,WES02100N,,Arlington County,2100,N WESTMORELAND ST,LANGSTON BLVD,N VAN BUREN ST,54601 - WES02100N,,INSTALLED ON 11/08/2016,2016/11/08 00:00:00+00,,No,63,2,CALE,CWT,East Falls Church,Multi,No,West,1.75,No,MON - SAT 8AM - 8PM,,,,99.73,,,,,2016/11/08 00:00:00+00,4.25,2019/05/09 11:43:45+00,2024/10/13 01:01:20+00,2024/10/13 02:10:31+00,38.88620598,-77.16231775,,NWELAVAW,No,54601,3.1500001,,,31318099
11895987.3662626,6999788.34965664,57,3788,Active,CR1401S,,Arlington County,1400,CRYSTAL DR,15th ST S,12th ST S,,,,2023/07/15 00:00:00+00,,No,18.4,4,IPS,M5,Crystal City,Single,No,East,1.75,No,MON - SAT 8AM - 8PM,1485,,,98.5,1485,,CRYSTAL DR,,,0,2023/06/23 12:27:15+00,2024/10/13 01:01:20+00,2024/10/13 02:10:31+00,38.86076691,-77.04930042,,SCR1512E,Yes,54091,1,Zone 153,A,31859130
11887847.8057701,7011218.74182206,58,2671,Permanently Removed,QE1609N,QE1611N,Arlington County,1600,N QUEEN ST,16th ST N,CLARENDON BLVD,,"15 TO 16, 17 TO CLARENDON",PERM REMOVED CALE CONVERSION 12/29/2016,1970/01/02 00:00:00+00,2016/12/29 00:00:00+00,No,20,,Duncan,,Rosslyn,Double,,East,,No,,,,,,,,,,1970/01/02 00:00:00+00,0,2019/05/09 11:43:32+00,2024/09/23 10:17:49+00,2024/10/13 02:10:31+00,38.89249771,-77.07725976,,NQUCL16E,No,54531,1,,,31874370
11895291.0943612,6998573.6562199,59,417,Permanently Removed,18H400S,,Arlington County,400,18th ST S,S EADS ST,S BELL ST,,TEMP REMOVED CONSTRUCTION 7/17/15,,1970/01/02 00:00:00+00,2021/10/19 00:00:00+00,Yes,20,,IPS,,Crystal City,Single,,South,,No,,,,,0,,,,,1970/01/02 00:00:00+00,0,2019/05/09 11:42:35+00,2024/09/23 10:39:11+00,2024/10/13 02:10:31+00,38.85746226,-77.0518126,,S18BEEAS,No,54093,1,,,32843385
11893009.538885,6999232.78810373,60,2047,Permanently Removed,HA1530S,,Arlington County,1500,S HAYES ST,18th ST S,15th ST S,,,PERM REMOVED 06/18/2016,1970/01/02 00:00:00+00,2016/06/18 00:00:00+00,No,20,,MacKay,,Pentagon City,Single,,West,,No,,,,,,,,,,1970/01/02 00:00:00+00,0,2019/05/09 11:43:16+00,2024/09/23 10:17:49+00,2024/10/13 02:10:31+00,38.8593704,-77.0597874,,SHA1518S,No,54362,1,Zone 13,B,33065320
11887440.1950368,7012747.82636231,61,2709,Permanently Removed,QN1902N,,Arlington County,1900,N QUINN ST,KEY BLVD,LANGSTON BLVD,,,PERM REMOVED 08/13/2016,1970/01/02 00:00:00+00,1970/01/02 00:00:00+00,No,20,,MacKay,,Rosslyn,Single,,West,,No,,,,,,,,,,1970/01/02 00:00:00+00,0,2019/05/09 11:43:33+00,2024/09/23 10:14:15+00,2024/10/13 02:10:31+00,38.89671299,-77.07860851,,NQUKELAW,No,54529,1,,,34332626
11883420.3405437,7008727.40625356,62,1838,Permanently Removed,FI1030N,FI1032N,Arlington County,1000,N FILLMORE ST,10th ST N,11th ST N,,"CONVERTED TO CALE 7/27/15; Temp Rem Cons 8/7/14",Reinstall 11/25/14,1970/01/02 00:00:00+00,1970/01/02 00:00:00+00,No,20,,MacKay,,Clarendon,Double,,West,,No,,,,,,,,,,1970/01/02 00:00:00+00,0,2019/05/09 11:43:11+00,2024/09/23 10:19:06+00,2024/10/13 02:10:31+00,38.88584534,-77.09294752,,,No,54264,1,,,34372338
11894880.4751037,6996974.02392048,63,1421,Permanently Removed,EA2305S,,Arlington County,2300,S EADS ST,23rd ST S,24th ST S,,,PERM REMOVED 09/19/2016,1970/01/02 00:00:00+00,2016/09/17 00:00:00+00,No,20,,POM,,Crystal City,Single,,East,,No,,,,,,,,,,1970/01/02 00:00:00+00,0,2019/05/09 11:43:01+00,2024/09/23 10:17:49+00,2024/10/13 02:10:31+00,38.85308838,-77.0533429,,SEA2324E,No,54045,1,,,34408829
11882579.071885,7008162.73382647,64,34,Permanently Removed,103120N,,Arlington County,3100,10th ST N,N HUDSON ST,N IRVING ST,,,1/22/16 CONSTRUCTION,1970/01/02 00:00:00+00,2016/01/22 00:00:00+00,No,20,,MacKay,,Clarendon,Single,,South,,No,,,,,,,,,,1970/01/02 00:00:00+00,0,2019/05/09 11:42:24+00,2024/09/23 10:17:49+00,2024/10/13 02:10:31+00,38.88433044,-77.09593295,,N10HIIRS,No,54279,1,,,35544544
11885631.1743766,7006886.95881897,65,2654,Permanently Removed,PD2204N,,Arlington County,2200,N PERSHING DR,ARLINGTON BLVD,S WAYNE ST,,,"CONVERTED TO MULTI METER 5/27/2020, ALLED IPS 2/9/18, INSTALL DATE- UNKNOWN",2018/02/09 00:00:00+00,,No,20,2,IPS-M5,,Lyon Park,Single,,South,1.75,No,MON - SAT 8AM - 8PM,,,,,,,,,2018/02/09 00:00:00+00,0,2019/05/09 11:43:32+00,2023/04/25 09:20:56+00,2024/10/13 02:10:31+00,38.88069926,-77.08528126,,NPEARWAS,No,54618,1,,,36020944
11881898.3606481,7009149.55928065,66,202,Permanently Removed,133200N,,Arlington County,3200,13th ST N,N JACKSON ST,N IRVING ST,,Temp Rem 12/18/2013,,1970/01/02 00:00:00+00,2021/10/19 00:00:00+00,No,20,,MacKay,,Clarendon,Single,,East,,No,,,,,,,,,,1970/01/02 00:00:00+00,0,2019/05/09 11:42:28+00,2024/09/23 10:17:49+00,2024/10/13 02:10:31+00,38.88706825,-77.09827107,,N13IRIVS,No,28502,1,,,36267354
11886184.7500411,7003807.64575189,67,3043,Permanently Removed,UL106S,UL104N,Arlington County,100,S UHLE ST,S WISE ST,WASHINGTON BLVD,,"SAT TO FRI, MISLABELED",CONVERTED TO MULTISPACE METER AREA 4/14/18,1970/01/02 00:00:00+00,2018/04/14 00:00:00+00,No,20,,MacKay,,Sequoia,Double,,West,,No,,,,,,,,,,1970/01/02 00:00:00+00,0,2019/05/09 11:43:41+00,2024/09/23 10:17:49+00,2024/10/13 02:10:31+00,38.87222183,-77.08350378,,,No,54619,1,,,36359715
11894603.4474425,7000975.01624656,68,1612,Permanently Removed,EA912S,,Arlington County,1000,S EADS ST,11th ST S,ARMY NAVY DR,,CONSTRUCTION 3/17/16,,1970/01/02 00:00:00+00,1970/01/02 00:00:00+00,No,20,,MacKay,,Crystal City,Single,,West,,No,,,,,,,,,,1970/01/02 00:00:00+00,0,2019/05/09 11:43:05+00,2024/09/23 10:19:06+00,2024/10/13 02:10:31+00,38.86408474,-77.05409429,,,No,54337,1,,,36646462
11882107.5629856,7008213.47552289,69,44,Permanently Removed,103205N,,Arlington County,3200,10th ST N,N IRVING ST,N IVY ST,,,"PERM REMOVED 09/17/2016, MULTI METER CONVERSION",2016/09/17 00:00:00+00,1970/01/02 00:00:00+00,No,20,,MacKay,,Clarendon,Single,,North,,No,,,,,,,,,,2016/09/17 00:00:00+00,0,2019/05/09 11:42:24+00,2024/09/23 10:19:06+00,2024/10/13 02:10:31+00,38.88448954,-77.09758644,,N10WIIRN,No,54277,1,Zone 6,B,36729943
11894804.9079976,6998571.5220378,70,446,Permanently Removed,180501S,,Arlington County,500,18th ST S,S EADS ST,S FERN ST,54759 - 180501S,FORMERLY 180505S,INSTALLED ON 10/15/2016,2016/10/15 00:00:00+00,2023/12/08 00:00:00+00,No,72,2,CALE,CWT,Crystal City,Multi,No,North,1.75,No,MON - SAT 8AM - 8PM,,,,,505,,18th ST S,,2016/10/15 00:00:00+00,100,2019/05/09 11:42:35+00,2023/12/08 08:16:48+00,2024/10/13 02:10:31+00,38.85747745,-77.05351984,,S18EAFEN,Yes,54759,3.5999999,Zone 13,B,37205359
11885831.5000915,7010371.42954031,71,1176,Active,BOZ02N,,Arlington County,1400,N COURTHOUSE RD,14th ST N,15th ST N,54467 - BOZ02N,FORMERLY CH02102N 8/27/2020,INSTALLED 10/24/10,2010/10/24 00:00:00+00,,No,,4,CALE,CWT-S4-Touch Stealth,Courthouse,Multi,No,East,1.75,No,"MON - FRI 8AM - 8PM, SAT 6AM - 12PM",,,,99.95,,,,,2020/08/27 00:00:00+00,14.5,2019/05/09 11:42:55+00,2024/10/13 01:01:20+00,2024/10/13 02:10:31+00,38.89025707,-77.0843889,,BOZL,Yes,54467,22,Zone 114,L,38076305
11888738.2150785,7012478.81180848,72,2580,Active,OA01800N,,Arlington County,1800,N OAK ST,18th ST N,KEY BLVD,54539 - OA01800N,1/25/17 UPDATED ZONE #,INSTALLED 8/22/15,2015/08/22 00:00:00+00,,No,125,2,CALE,CWT,Rosslyn,Multi,No,West,1.75,No,MON - SAT 8AM - 8PM,,,,69.7,,,,,2015/08/22 00:00:00+00,6.5,2019/05/09 11:43:30+00,2024/10/13 01:01:20+00,2024/10/13 02:10:31+00,38.89591917,-77.07406301,,NOA18KEW,Yes,54539,6.25,Zone 103,B,38251403
11888636.2080647,7011705.80744898,73,403,Permanently Removed,171516N,171514N,Arlington County,1500,17th ST N,WILSON BLVD,N OAK ST,,Temporarily Removed per Permit #PWT1102394,PERM REMOVED DATE UNKNOWN 01/04/2017,2017/01/04 00:00:00+00,2012/01/11 00:00:00+00,No,20,,MacKay,,Rosslyn,Double,,South,,No,,,,,,,,,,2017/01/04 00:00:00+00,0,2019/05/09 11:42:34+00,2023/03/29 21:04:29+00,2024/10/13 02:10:31+00,38.89380132,-77.07446355,,,No,0,1,,,40466388
11885851.4206553,7000368.43511064,74,1221,Permanently Removed,CL1011S,,Arlington County,1000,S CLEVELAND ST,COLUMBIA PIKE,11th ST S,,PERM-REMOVED 4/22/2017,,1970/01/02 00:00:00+00,1970/01/02 00:00:00+00,No,20,,POM,,Columbia Pike,Single,,East,,No,,,,,,,,,,1970/01/02 00:00:00+00,0,2019/05/09 11:42:56+00,2024/09/23 10:19:06+00,2024/10/13 02:10:31+00,38.86279387,-77.08486063,,,No,54579,1,,,40525910
11893520.2288085,6997047.82954714,75,621,Active,23703S,,Arlington County,700,23rd ST S,S GRANT ST,S HAYES ST,54068 - 23703S,,INSTALLED IPS 3/27/18,1970/01/02 00:00:00+00,,No,20,1,IPS,M5,Crystal City,Single,Yes,North,1.75,No,MON - SAT 8AM - 8PM,,,,76.83,727,,23rd ST S,,2021/09/16 00:00:00+00,0,2019/05/09 11:42:40+00,2024/10/13 01:01:20+00,2024/10/13 02:10:31+00,38.85334977,-77.0581147,,S23GRHAN,Yes,54068,1,Zone 158,B,41722187
11884898.9970352,6991488.49388106,76,753,Permanently Removed,314217S,314219S,Arlington County,4200,31st ST S,S RANDOLPH ST,S ABINGDON ST,,,"Converted to Mutlispace 5/12/2020, REINSTALLED 5/4/17, TEMP REMOVED 5/2/17",1970/01/02 00:00:00+00,,No,20,12,IPS-M5,,Shirlington,Double,,South,1.50,No,MON - FRI 8AM - 8PM,,,,,,,,,1970/01/02 00:00:00+00,0,2019/05/09 11:42:44+00,2024/09/23 10:17:49+00,2024/10/13 02:10:31+00,38.83845484,-77.08868451,,S31RAABS,No,54024,1,,,41898950
11894737.220469,6995518.94316922,77,1476,Permanently Removed,EA2730S,EA2728S,Arlington County,2700,S EADS ST,26th RD S,FORT SCOTT DR,,,10/28/17 CONVERTED TO CALE,1970/01/02 00:00:00+00,1970/01/02 00:00:00+00,No,20,,Duncan,,Crystal City,Double,,West,,No,,,,,,,,,,1970/01/02 00:00:00+00,0,2019/05/09 11:43:02+00,2024/09/23 10:19:06+00,2024/10/13 02:10:31+00,38.84909978,-77.05392636,,SEA26FOW,No,54032,1,,,42635249
11884829.7819505,6991441.5681219,78,759,Permanently Removed,314227S,314225S,Arlington County,4200,31st ST S,S RANDOLPH ST,S ABINGDON ST,,,CONVERTED TO MULTISPACE 5/12/2020,1970/01/02 00:00:00+00,,No,20,12,IPS-M5,,Shirlington,Double,,South,1.50,No,MON - FRI 8AM - 8PM,,,,,,,,,1970/01/02 00:00:00+00,0,2019/05/09 11:42:44+00,2024/09/23 10:17:49+00,2024/10/13 02:10:31+00,38.83832893,-77.08893001,,S31RAABS,No,54024,1,,,43008022
11894467.8361652,7000206.48989648,79,3488,Permanently Removed,130500S,,Arlington County,500,13th ST S,S FAIR ST,S ELM ST,,,"TEMP REMOVED CONSTRUCTION 4/22/2020, INSTALLED 3/28/18. Changed to permanently removed status on 6/12/23 due to spaces not coming back with new street design.",2018/03/28 00:00:00+00,,No,120,4,CALE-CWT,CWT-S4-Touch Stealth,Pentagon City,Multi,,South,1.75,No,MON - SAT 8AM - 8PM,,,,,,,,,2018/03/28 00:00:00+00,0,2019/05/09 11:43:52+00,2023/10/11 14:28:16+00,2024/10/13 02:10:31+00,38.86198068,-77.05461299,,S13FAELS,No,54654,6,,,43893545
11880166.3299914,7007812.22566922,80,2560,Active,NE0900N,,Arlington County,900,N NELSON ST,FAIRFAX DR,10th ST N,54189 - NE0900N,,INSTALLED 6/19/12,2012/06/19 00:00:00+00,,No,130,2,CALE,CWT-S4-Touch Stealth,Virginia Square,Multi,No,West,1.75,No,MON - SAT 8AM - 8PM,,,,98.56,,,,,2021/09/15 00:00:00+00,29.25,2019/05/09 11:43:29+00,2024/10/13 01:01:20+00,2024/10/13 02:10:31+00,38.88346916,-77.10442664,,NNEFA10W,Yes,54189,6.5,Zone 135,B,43926463
11881865.4200971,7009113.54262039,81,204,Permanently Removed,133204N,,Arlington County,3200,13th ST N,N JACKSON ST,N IRVING ST,,Temp Rem 12/18/13,,1970/01/02 00:00:00+00,2021/10/19 00:00:00+00,No,20,,MacKay,,Clarendon,Single,,East,,No,,,,,,,,,,1970/01/02 00:00:00+00,0,2019/05/09 11:42:29+00,2024/09/23 10:17:49+00,2024/10/13 02:10:31+00,38.88697075,-77.09838872,,N13IRIVS,No,28502,1,,,44102418
11895925.033054,7000794.09994173,82,25,Permanently Removed,10305S,,Arlington County,300,10th ST S,S BALL ST,,,"CONVERTED TO MULTISPACE 10/10/15; Reinstall 8/27/14; Temp Rem 6/18/14",,1970/01/02 00:00:00+00,2015/10/10 00:00:00+00,No,20,,Duncan,,Crystal City,Single,,North,,No,,,,,,,,,,1970/01/02 00:00:00+00,0,2019/05/09 11:42:23+00,2024/09/23 10:17:49+00,2024/10/13 02:10:31+00,38.86353081,-77.04946349,,S10BANON,No,9601,1,Zone 11,A,44898199
11894102.3418175,6999201.35247105,83,1772,Permanently Removed,FE1505S,FE1507S,Arlington County,1500,S FERN ST,15th ST S,18th ST S,,Multi 12/16/15,,1970/01/02 00:00:00+00,2016/12/15 00:00:00+00,No,20,,MacKay,,Crystal City,Double,,East,,No,,,,,,,,,,1970/01/02 00:00:00+00,0,2019/05/09 11:43:09+00,2024/09/23 10:17:49+00,2024/10/13 02:10:31+00,38.85923696,-77.05595193,,,No,54340,1,,,46689834
11884833.7799741,7008694.59923255,84,1034,Permanently Removed,BA1015N,,Arlington County,1000,N BARTON ST,11th ST N,10th ST N,,,INSTALL DATE- UNKNOWN,1970/01/02 00:00:00+00,1970/01/02 00:00:00+00,No,20,,MacKay,,Courthouse,Single,,East,,No,,,,,,,,,,1970/01/02 00:00:00+00,0,2019/05/09 11:42:51+00,2024/09/23 10:19:06+00,2024/10/13 02:10:31+00,38.88569568,-77.08798437,,,No,54385,1,,,47354348
11882665.7738114,7008607.38877706,85,2125,Permanently Removed,HU1008N,HU1006N,Arlington County,1000,N HUDSON ST,WASHINGTON BLVD,10th ST N,,,PERM REMOVED 09/17/2016,2013/10/31 00:00:00+00,2016/09/17 00:00:00+00,No,20,,MacKay,,Clarendon,Double,,East,,No,,,,,,,,,,2013/10/31 00:00:00+00,0,2019/05/09 11:43:18+00,2023/03/29 21:04:29+00,2024/10/13 02:10:31+00,38.88554756,-77.0956045,,,No,54240,1,,,47468609
11887847.4307709,7011243.92549872,86,2666,Active,QE01601N,,Arlington County,1600,N QUEEN ST,CLARENDON BLVD,16th ST N,54531 - QE01601N,,INSTALLED ON 07/09/2016,2016/07/09 00:00:00+00,,No,222,12,CALE,CWT,Rosslyn,Multi,No,East,1.50,No,MON - FRI 8AM - 8PM,,,,61.62,,,,,2016/07/09 00:00:00+00,5.5,2019/05/09 11:43:32+00,2024/10/13 01:01:20+00,2024/10/13 02:10:31+00,38.89256686,-77.0772597,,NQUCL16E,Yes,54531,11,Zone 109,B,48053680
11878483.6680024,7007111.65620422,87,2967,Permanently Removed,ST905N,,Arlington County,900,N STAFFORD ST,9th ST N,FAIRFAX DR,,"12/22/18 REMOVED MULTIMETER CONVERSION, NORTH TO EAST","INSTALLED IPS 2/9/18, INSTALLED-UNKNOWN",2018/02/09 00:00:00+00,1970/01/02 00:00:00+00,No,20,2,IPS,,Ballston,Single,,East,1.75,No,MON - SAT 8AM - 8PM,,,,33.78,,,,,2018/02/09 00:00:00+00,0,2019/05/09 11:43:39+00,2024/09/23 10:34:38+00,2024/10/13 02:10:31+00,38.88161589,-77.11037433,,NST9TFAE,No,54120,1,,,48150699
11885026.3832634,7000802.66062014,88,877,Permanently Removed,93031S,93033S,Arlington County,3000,9th ST S,S WALTER REED DR,S GARFIELD ST,,CONVERTED TO MULTI-SPACE METERED AREA 4/14/18,INSTALLED 4/1/08,1970/01/02 00:00:00+00,2018/04/14 00:00:00+00,No,20,,MacKay,,Columbia Pike,Double,,North,,No,,,,,,,,,,1970/01/02 00:00:00+00,0,2019/05/09 11:42:48+00,2024/09/23 10:17:49+00,2024/10/13 02:10:31+00,38.86402089,-77.08773431,,S9TWAHIN,No,54588,1,,,48940587
11878700.5287891,7007561.0417884,89,2880,Permanently Removed,RA1008N,RA1006N,Arlington County,1000,N RANDOLPH ST,FAIRFAX DR,11th ST N,,,"CONVERTED TO CALE 3/3/18, INSTALL DATE- UNKNOWN",1970/01/02 00:00:00+00,2018/03/03 00:00:00+00,No,20,,Duncan,,Ballston,Double,,West,,No,,,,,,,,,,1970/01/02 00:00:00+00,0,2019/05/09 11:43:37+00,2024/09/23 10:17:49+00,2024/10/13 02:10:31+00,38.88284062,-77.1095887,,NRAFA11W,No,54117,1,,,50335082
11894403.05972,6999945.10852948,90,3782,Active,EL01303S,,Arlington County,1300,S ELM ST,13th ST S,14th ST S,,,,2023/05/20 00:00:00+00,,No,84,2,CALE,CWT-S4-Touch Stealth,Pentagon City,Multi,No,East,1.75,No,MON - SAT 8AM - 8PM,1300,,,92.8,525,,14th ST S,,,3.25,2023/04/20 09:25:23+00,2024/10/13 01:01:20+00,2024/10/13 02:10:31+00,38.86126588,-77.0548549,,SEL1314E,Yes,54338,4.1999998,Zone 151,A,50340063
11880271.2963169,7012330.95186798,91,2319,Permanently Removed,LH3506N,LH3504N,VDOT,3500,LANGSTON BLVD,N LINCOLN ST,N MONROE ST,,,,1970/01/02 00:00:00+00,1970/01/02 00:00:00+00,No,20,,Duncan,,Langston Blvd,Double,,South,,No,,,,,,,,,,1970/01/02 00:00:00+00,0,2019/05/09 11:43:24+00,2024/09/23 10:19:06+00,2024/10/13 02:10:31+00,38.89587055,-77.10381653,,,No,54608,1,,,52018625
11885740.8201547,7010485.44079523,92,776,Permanently Removed,318N,,Arlington County,,N COURTHOUSE RD,15th ST N,N COURTHOUSE RD,,COURTHOUSE LOT,,1970/01/02 00:00:00+00,1970/01/02 00:00:00+00,Yes,20,,IPS,,Courthouse,Single,,North,,No,,,,,0,,,,,1970/01/02 00:00:00+00,0,2019/05/09 11:42:45+00,2024/09/23 10:28:10+00,2024/10/13 02:10:31+00,38.89057392,-77.08470127,,BOZL,No,40105,1,,,52137989
11895858.6873861,6996674.7308839,93,1311,Active,CR02500S,,Arlington County,2400,CRYSTAL DR,23rd ST S,26th ST S,54064 - CR02500S,FORMERLY CR02400S 6/26/2020,INSTALLED 2/19/09,2009/02/19 00:00:00+00,,No,103.2,2,CALE,CWT-S4-Touch Stealth,Crystal City,Multi,No,West,1.75,No,MON - SAT 8AM - 8PM,2450,,,87.6,2450,,CRYSTAL DR,,2023/07/18 00:00:00+00,2.25,2019/05/09 11:42:58+00,2024/10/13 01:01:21+00,2024/10/13 02:10:31+00,38.85222433,-77.04992497,,SCR2326W,Yes,54064,5,Zone 154,B,53643806
11878932.9023401,7008727.1080258,94,3158,Permanently Removed,WA4000N,WA4002N,Arlington County,4000,WASHINGTON BLVD,N RANDOLPH ST,N QUINCY ST,,3:30 TO 6,CONVERTED TO CALE 3/3/18 from McKAY,1970/01/02 00:00:00+00,2018/03/03 00:00:00+00,No,20,,CALE,,Ballston,Double,,North,,No,,,,,0,,,,,1970/01/02 00:00:00+00,0,2019/05/09 11:43:44+00,2024/09/23 10:31:55+00,2024/10/13 02:10:31+00,38.8860323,-77.10871041,,NWARAQUN,No,54173,1,,,54898972
11887536.5137418,7012337.86261532,95,2703,Permanently Removed,QN1805N,,Arlington County,1800,N QUINN ST,18th ST N,KEY BLVD,,WILSON TO 18,CONVERTED TO CALE  8/22/15,1970/01/02 00:00:00+00,1970/01/02 00:00:00+00,No,20,,MacKay,,Rosslyn,Single,,East,,No,,,,,,,,,,1970/01/02 00:00:00+00,0,2019/05/09 11:43:33+00,2024/09/23 10:14:15+00,2024/10/13 02:10:31+00,38.89558338,-77.07829243,,,No,54528,1,,,56172003
11887532.8720168,7012360.52628389,96,2704,Permanently Removed,QN1807N,,Arlington County,1800,N QUINN ST,18th ST N,KEY BLVD,,WILSON TO 18,CONVERTED TO CALE  8/22/15,1970/01/02 00:00:00+00,1970/01/02 00:00:00+00,No,20,,MacKay,,Rosslyn,Single,,East,,No,,,,,,,,,,1970/01/02 00:00:00+00,0,2019/05/09 11:43:33+00,2024/09/23 10:14:15+00,2024/10/13 02:10:31+00,38.89564576,-77.07830399,,,No,54528,1,,,58098834
11877250.4831328,7006622.23756364,97,1963,Active,GLB0800N,,VDOT,800,N GLEBE RD,9th ST N,WILSON BLVD,54141 - GLB0800N,"6/6/12 ACTIVATED; Installed on 5/12/12 but not yet active due to construction",INSTALLED 6/6/12,2012/06/06 00:00:00+00,,No,60,2,CALE,CWT-S4-Touch Stealth,Ballston,Multi,No,West,1.75,No,"MON - FRI 9AM - 4PM & 7PM - 8PM , SAT 8AM - 8PM",,,,91.71,,,,,2021/06/30 00:00:00+00,3.25,2019/05/09 11:43:14+00,2024/10/13 01:01:21+00,2024/10/13 02:10:31+00,38.8803234,-77.11473178,,NGL9TWIW,No,54141,3,Zone 142,A,58817672
11886031.0662934,7004457.27568623,98,3110,Active,WA2155S,WA2153S,Arlington County,2100,WASHINGTON BLVD,S WALTER REED DR,ARLINGTON BLVD,54622 - WA2155S,SAT TO FRI,"INSTALLED IPS 2/16/18, INSTALL DATE- UNKNOWN",2018/02/16 00:00:00+00,,No,20,12,IPS,M5,Sequoia,Double,Yes,North,0.75,No,MON - FRI 8AM - 8PM,,,,87.6,,,,,2021/03/30 00:00:00+00,0,2019/05/09 11:43:43+00,2024/10/13 01:01:21+00,2024/10/13 02:10:31+00,38.87401185,-77.08400832,,,No,54622,1,,,58838811
11863587.3893961,7008650.62064597,99,3225,Permanently Removed,WES2020N,WES2022N,Arlington County,2000,N WESTMORELAND ST,LANGSTON BLVD,N VAN BUREN ST,,,PERM REMOVAL CALE CONVERSION,1970/01/02 00:00:00+00,2016/11/19 00:00:00+00,No,20,,MacKay,,East Falls Church,Double,,West,,No,,,,,,,,,,1970/01/02 00:00:00+00,0,2019/05/09 11:43:45+00,2024/09/23 10:17:49+00,2024/10/13 02:10:31+00,38.88644847,-77.16261861,,NWELAVAW,No,54601,1,,,60764133
11889039.8749083,7010381.78385031,100,230,Permanently Removed,141411N,,Arlington County,1400,14th ST N,N NASH ST,N OAK ST,,,CONVERTED TO CALE 3/3/18,1970/01/02 00:00:00+00,1970/01/02 00:00:00+00,No,20,,MacKay,,Rosslyn,Single,,North,,No,,,,,,,,,,1970/01/02 00:00:00+00,0,2019/05/09 11:42:29+00,2024/09/23 10:19:07+00,2024/10/13 02:10:31+00,38.89014913,-77.07311776,,N14OANAN,No,54476,1,,,61677298
